UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified,n_submission,p,pp_top_prop
10007790,University of Edinburgh,6730,D,28,Modern Languages and Linguistics,A,Modern languages and Celtic and Scottish studies,,Outputs,36.55,15.3,41.2,36.2,7.3,0,124,23,0.176106002
10007790,University of Edinburgh,6730,D,28,Modern Languages and Linguistics,B,Linguistics,,Outputs,34.25,40.7,45.5,10.5,2.5,0.8,123,80,0.234091187
10007790,University of Edinburgh,6730,D,29,English Language and Literature, ,,,Outputs,34.9,26.1,46.9,23.4,3.6,0,111,10,0.320053642
10007790,University of Edinburgh,6730,D,30,History, ,,,Outputs,61.22,30.3,44.7,22.6,2.4,0,208,55,0.312467628
10007790,University of Edinburgh,6730,D,31,Classics, ,,,Outputs,22.5,30.8,33.8,30.8,4.6,0,65,7,0.465033698
10007790,University of Edinburgh,6730,D,32,Philosophy, ,,,Outputs,23.6,28.9,55.3,14.5,1.3,0,76,31,0.36602443
10007790,University of Edinburgh,6730,D,33,Theology and Religious Studies, ,,,Outputs,26.6,24.1,44.9,26.4,4.6,0,87,14,0.134090579
10007790,University of Edinburgh,6730,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,43,18.9,47,28.6,5.5,0,164,17,0.219872789
10007790,University of Edinburgh,6730,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,17.3,31.4,41.5,20,4.2,2.9,70,19,0.173023516
10007791,University of Essex,470,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,21,40,44.3,15.7,0,0,70,68,0.214628483
10007791,University of Essex,470,A,5,Biological Sciences, ,,,Outputs,23,3.9,62.3,31.2,2.6,0,77,73,0.29665174
10007791,University of Essex,470,B,11,Computer Science and Informatics, ,,,Outputs,34.9,23,44.4,32.6,0,0,135,122,0.175425293
10007791,University of Essex,470,C,18,Economics and Econometrics, ,,,Outputs,33.33,29.2,60.2,10.6,0,0,113,82,0.301411414
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Outputs,50.46,17,51.5,30.3,1.2,0,165,126,0.140554225
10007791,University of Essex,470,C,20,Law, ,,,Outputs,28.35,17.9,44.4,35.8,1,0.9,106,16,0.180859375
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Outputs,29.95,59.4,23.9,15.7,1,0,96,66,0.328792807
10007791,University of Essex,470,C,23,Sociology, ,,,Outputs,47.45,21.8,47.9,27.3,3,0,165,89,0.194844722
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,8.7,8,28,60,4,0,25,22,0.094318182
